id,level,domain,score,naturalness,utility,translatability,suspected_dup_of,llm_cut,reason,en_text
27168,A0,everyday,3.300,4,3,5,27169,1,Templated drink-request variant,I want coffee
27152,A0,everyday,3.400,5,1,5,,1,Bare prepositional fragment; templated padding.,On the bed
27057,A0,everyday,3.400,4,2,5,,1,Fragmentary and low-value compared with fuller phrases.,Late night
27264,A0,everyday,3.400,4,2,5,,1,Low-value isolated future action,I will run
27127,A0,everyday,3.400,4,2,5,,1,Fragment with weak standalone usefulness,In the city
27129,A0,everyday,3.400,4,2,5,,1,Too abstract and low-use fragment,In the world
27267,A0,everyday,3.400,4,2,5,,1,Grammatically fine but too bare and low-utility.,We will travel
27172,A0,everyday,3.400,2,4,5,,1,"Ungrammatical; should be 'Not spicy, please' or similar.",No spicy please
27207,A0,everyday,3.400,4,2,5,,1,Low-value generic fact,The bus is fast
27222,A0,everyday,3.400,4,2,5,,1,Less essential; negative aesthetic judgment,This looks ugly
27032,A0,everyday,3.400,4,2,5,,1,Clear but niche and not broadly reusable.,You are the host
27105,A0,everyday,3.400,4,2,5,,1,Specific countdown fragment; limited reuse.,Ninety days left
27167,A0,everyday,3.400,4,2,5,,1,Natural but templated purchase padding; too narrow,Fresh fruit please
27263,A0,everyday,3.400,4,2,5,,1,Narrow instruction; not common learner need,Please walk slowly
27070,A0,everyday,3.400,4,2,5,,1,Too specific time fragment; low reuse.,Last Sunday evening
27069,A0,everyday,3.400,4,2,5,,1,Overly specific time fragment with low reuse.,Next Saturday morning
27061,A0,everyday,3.400,3,3,5,,0,Usable time phrase though context-bound,All day today
27015,A0,everyday,3.400,3,3,5,,0,"Fragment, but plausible answer/explanation",Because I feel sick
27322,A0,everyday,3.600,4,3,4,,0,"Polite and natural, though somewhat formal.",Many thanks
27328,A0,everyday,3.600,4,3,4,,0,Natural conversational reassurance,All good now
26995,A0,everyday,3.600,4,3,4,,0,Natural possessive sentence; somewhat context-bound,These are ours
27198,A0,everyday,3.700,5,3,5,27197,1,Generic evaluative template; near-duplicate set,This is bad
27155,A0,everyday,3.700,4,4,5,27154,1,Near-duplicate transport variant,Take the train
27147,A0,everyday,3.700,5,3,5,27145,1,Near-duplicate imperative; keep one basic open command,Open the window
27284,A0,everyday,3.700,5,3,5,27285,1,Less generally useful than nearby navigation phrase,Show me the map
27252,A0,everyday,3.700,5,3,5,27251,1,Near-duplicate generic transfer/request phrase,Please take this
27214,A0,everyday,3.700,5,3,5,27213,1,Trivial opposite-pair padding,The room is dirty
27340,A0,everyday,3.700,5,3,5,27004,1,Near-duplicate of 'Maybe later' with trivial extra detail.,Maybe later today
27307,A0,everyday,3.700,5,3,5,27318,0,Natural greeting/sign-off phrase,Best wishes
27243,A0,everyday,3.800,5,2,5,,1,Limited real-life use outside special context,I see you
27039,A0,everyday,3.800,5,2,5,,1,Natural but socially marked and not very reusable.,Who are you?
27376,A0,everyday,3.800,5,2,5,,1,Comparative fragment with little context,This is faster
27266,A0,everyday,3.800,5,2,5,,1,Limited classroom/security use,Please stand up
27132,A0,everyday,3.800,5,2,5,,1,Fragmentary location phrase with low standalone value.,On the left side
27077,A0,everyday,3.800,5,2,5,,1,Fragment only; limited standalone usefulness.,Yesterday afternoon
26982,A0,everyday,3.800,4,3,5,,0,"Simple, natural location statement",He is here
27054,A0,everyday,3.800,4,3,5,,0,"Simple, useful time phrase",Before noon
27055,A0,everyday,3.800,4,3,5,,0,Useful time phrase,After lunch
27056,A0,everyday,3.800,4,3,5,,0,Natural time phrase but limited as a fragment,Early morning
27062,A0,everyday,3.800,4,3,5,,0,Natural recurring-time phrase but fragmentary,Every morning
27064,A0,everyday,3.800,4,3,5,,0,Natural recurring-time phrase but fragmentary,Every evening
27130,A0,everyday,3.800,4,3,5,,0,Useful seat/location phrase,By the window
27131,A0,everyday,3.800,4,3,5,,0,Clear location phrase,At the corner
27171,A0,everyday,3.800,4,3,5,,0,Useful in cafes; clear meaning,A little sugar
27005,A0,everyday,3.800,4,3,5,,0,Natural confirmation phrase,That is correct
27009,A0,everyday,3.800,4,3,5,,0,Natural complaint phrase,Too little time
27063,A0,everyday,3.800,4,3,5,,0,Natural recurring-time phrase but fragmentary,Every afternoon
27128,A0,everyday,3.800,4,3,5,,0,"Fragment, but can anchor many basic contexts",In this country
27297,A0,everyday,3.800,4,3,5,,0,"Natural farewell, though less central than basic goodbye",Goodbye for now
27117,A0,everyday,3.800,4,3,5,,0,"Simple location phrase, somewhat reusable",Inside the house
27210,A0,everyday,3.800,4,3,5,,0,"Understandable and useful, if slightly textbooky.",I have free time
27226,A0,everyday,3.800,4,3,5,,0,Simple and clear statement,That is possible
27078,A0,everyday,3.800,4,3,5,,0,"Useful in cafes, though slightly niche.",Zero sugar please
27251,A0,everyday,3.800,4,3,5,,0,"Simple request, moderately reusable",Please give me that
27093,A0,everyday,3.800,4,3,5,,0,Natural short status phrase with moderate utility,Fifteen minutes late
27107,A0,everyday,3.800,4,3,5,,0,Simple amount phrase; useful in money contexts,One thousand dollars
27315,A0,everyday,4.000,5,4,2,,1,Very common but idiomatic; poor cross-language transfer.,Long time no see
27150,A0,everyday,4.000,5,3,4,,0,Simple location phrase,Under the table
27001,A0,everyday,4.000,5,3,4,,0,"General and natural, though context-dependent.",Which one is it?
27208,A0,everyday,4.000,4,4,4,,0,Useful modern travel phrase,The wifi is slow
27383,A0,everyday,4.000,4,4,4,,0,Useful in travel/phone contexts; slightly elliptical but natural.,Weak signal here
27295,A0,everyday,4.100,5,4,5,27314,1,Generic greeting; likely redundant beside 'Welcome back'.,Welcome!
27299,A0,everyday,4.100,5,4,5,27298,1,Near-duplicate farewell; keep stronger variant,See you soon
27040,A0,everyday,4.100,5,4,5,23418,1,Near-duplicate of 'What is this?'.,What is that?
26989,A0,everyday,4.100,5,4,5,26988,1,Near-duplicate polarity pair with 'We are ready'.,We are not ready
27399,A0,everyday,4.100,5,4,5,27166,1,Near-duplicate of 'I need food',I need some food
27321,A0,everyday,4.100,5,4,5,27320,1,Near-duplicate of basic thanks,Thank you very much
26986,A0,everyday,4.100,5,4,5,26987,0,Core location phrase,It is here
27060,A0,everyday,4.100,5,4,5,27059,0,Basic time expression with broad use,In one hour
27166,A0,everyday,4.100,5,4,5,27399,0,Basic survival phrase,I need food
26987,A0,everyday,4.100,5,4,5,26986,0,Core negative location phrase,It is not here
27059,A0,everyday,4.100,5,4,5,27060,0,Basic time expression with broad use,In ten minutes
27146,A0,everyday,4.100,5,4,5,27148,0,Simple high-frequency command,Close the door
26985,A0,everyday,4.100,5,4,5,26984,0,Useful negative counterpart to a core phrase,She is not here
27232,A0,everyday,4.100,5,4,5,27231,0,Useful preference phrase; clear negative form.,I do not like this
27066,A0,everyday,4.200,5,3,5,,0,Basic time phrase; fragment but reusable.,Last year
27067,A0,everyday,4.200,5,3,5,,0,Common time expression,This year
27072,A0,everyday,4.200,5,3,5,,0,Natural time phrase; useful though fragmentary.,Last month
27075,A0,everyday,4.200,5,3,5,,0,Common sales phrase,Today only
27052,A0,everyday,4.200,5,3,5,,0,Natural time phrase with decent reuse.,Later today
26983,A0,everyday,4.200,5,3,5,,0,"Natural and clear, though less broadly useful.",Where is he?
27074,A0,everyday,4.200,5,3,5,,0,Common time expression,This weekend
27154,A0,everyday,4.200,4,4,5,,0,Natural and reusable,Take the bus
27197,A0,everyday,4.200,5,3,5,,0,Very common though generic,This is good
26994,A0,everyday,4.200,4,4,5,,0,Simple ownership statement,That is yours
26999,A0,everyday,4.200,5,3,5,,0,Common at doors/phone intercoms; clear and simple.,Who is there?
27006,A0,everyday,4.200,4,4,5,,0,Useful correction phrase,That is wrong
27007,A0,everyday,4.200,4,4,5,,0,Useful across many contexts,That is enough
27018,A0,everyday,4.200,5,4,3,,0,Useful intro phrase; name entity slightly less general.,My name is Sam
27036,A0,everyday,4.200,5,3,5,,0,Natural for travel or reservations,We are a group
27065,A0,everyday,4.200,5,3,5,,0,Basic calendar phrase; fragment but useful.,Next Wednesday
27173,A0,everyday,4.200,4,4,5,,0,Natural food-related phrase,A little spicy
27358,A0,everyday,4.200,5,3,5,,0,Natural but somewhat less frequent for A0.,I feel nervous
27170,A0,everyday,4.200,4,4,5,,0,Natural enough in food/drink contexts.,No sugar please
27219,A0,everyday,4.200,5,3,5,,0,Natural and easy to translate,The soup is hot
27265,A0,everyday,4.200,5,3,5,,0,Basic instruction; somewhat useful,Please sit down
27108,A0,everyday,4.200,4,4,5,,0,Common polite imperative,Come here please
27135,A0,everyday,4.200,4,4,5,,0,Natural request in transit,Stop here please
27164,A0,everyday,4.200,4,4,5,,0,Useful in restaurants/travel,Tap water please
27046,A0,everyday,4.200,4,4,5,,0,Natural ticket-counter question; broadly useful.,How many tickets?
27083,A0,everyday,4.200,4,4,5,,0,Useful time-remaining phrase,Five minutes left
27126,A0,everyday,4.200,4,4,5,,0,Common location phrase,Across the street
27213,A0,everyday,4.200,5,3,5,,0,Natural basic description,The room is clean
27216,A0,everyday,4.200,5,3,5,,0,Natural room description,The room is quiet
27359,A0,everyday,4.200,5,3,5,,0,"Natural, though narrower recovery context.",I feel better now
27035,A0,everyday,4.200,5,3,5,,0,Natural and clear,The child is sleeping
27125,A0,everyday,4.200,4,4,5,,0,Useful directional sentence,The bathroom is there
27096,A0,everyday,4.200,4,4,5,,0,Natural payment phrase; broadly useful,Eighteen dollars total
27329,A0,everyday,4.400,5,4,4,,0,Common handoff phrase; slight translation nuance only,Here you go
26993,A0,everyday,4.400,5,4,4,,0,Common ownership phrase,This is mine
24688,A0,everyday,4.400,5,4,4,,0,Natural question; some ambiguity but broadly useful,How long is it?
27296,A0,everyday,4.400,5,4,4,,0,Very common polite reply; some cross-language variation.,You are welcome
27382,A0,everyday,4.400,4,5,4,,0,Useful travel phrase; minor spelling/style issue only,Free wifi here?
27182,A0,everyday,4.400,4,5,4,,0,"Useful, though casing/loanword varies by language",Do you have wifi?
27112,A0,everyday,4.500,5,5,5,27113,1,Useful but directional pair is redundant,Turn left here
27272,A0,everyday,4.500,5,5,5,24607,1,Transport-location variant; redundant with another place query.,Where is the bus stop?
27165,A0,everyday,4.500,5,5,5,27398,0,Core survival phrase,I need water
27398,A0,everyday,4.500,5,5,5,27165,0,"High-stakes, broadly useful need phrase",I need clean water
27050,A0,everyday,4.600,5,4,5,,0,Common time expression,Right now
27053,A0,everyday,4.600,5,4,5,,0,Common and broadly useful,Very soon
27071,A0,everyday,4.600,5,4,5,,0,Very common time phrase.,Next week
27002,A0,everyday,4.600,5,4,5,,0,"Short, common, and broadly useful.",Yes please
27310,A0,everyday,4.600,5,4,5,,0,"Common, natural, broadly useful",Sleep well
27327,A0,everyday,4.600,5,4,5,,0,Common apology/ownership phrase.,My mistake
26984,A0,everyday,4.600,5,4,5,,0,Simple and useful presence statement,She is here
27058,A0,everyday,4.600,5,4,5,,0,Common time expression,In a moment
27231,A0,everyday,4.600,5,4,5,,0,"Simple, common preference phrase.",I like this
27233,A0,everyday,4.600,5,4,5,,0,"Very common, natural reaction phrase",I love this
26988,A0,everyday,4.600,5,4,5,,0,"Common, natural, broadly reusable status phrase.",We are ready
27119,A0,everyday,4.600,5,4,5,,0,Very natural location statement.,I am at home
27314,A0,everyday,4.600,5,4,5,,0,Natural greeting with distinct use from plain welcome.,Welcome back
23418,A0,everyday,4.600,5,4,5,,0,Core beginner question; highly reusable.,What is this?
26991,A0,everyday,4.600,5,4,5,,0,Very common and clear,They are late
27051,A0,everyday,4.600,5,4,5,,0,Natural postponement phrase.,Not right now
27138,A0,everyday,4.600,5,4,5,,0,Useful loss-report phrase; general enough.,I lost my bag
27145,A0,everyday,4.600,5,4,5,,0,Basic imperative with broad usefulness,Open the door
26998,A0,everyday,4.600,5,4,5,,0,Common and clear household phrase.,No one is home
27008,A0,everyday,4.600,5,4,5,,0,Common and practical,Too much sugar
27016,A0,everyday,4.600,5,4,5,,0,Common service question,Tea or coffee?
27082,A0,everyday,4.600,5,4,5,,0,Natural and useful for shopping/availability,Only four left
27023,A0,everyday,4.600,5,4,5,,0,Very common introductory statement,He is my friend
27141,A0,everyday,4.600,5,4,5,,0,Broad travel/event usefulness,I need a ticket
27176,A0,everyday,4.600,5,4,5,,0,Common polite expression across contexts,Enjoy your meal
27195,A0,everyday,4.600,5,4,5,,0,Common practical sentence,The light is on
27257,A0,everyday,4.600,5,4,5,,0,Common future-intention phrase,I will call you
27312,A0,everyday,4.600,5,4,5,,0,Common polite farewell,Have a nice day
27354,A0,everyday,4.600,5,4,5,,0,"Common, natural, and easy to translate.",I am very tired
27391,A0,everyday,4.600,5,4,5,,0,Clear medical/basic need phrase,I need medicine
26992,A0,everyday,4.600,5,4,5,,0,Common everyday phrase,They are on time
27024,A0,everyday,4.600,5,4,5,,0,Useful basic introduction phrase,She is my friend
27076,A0,everyday,4.600,5,4,5,,0,Common time expression,Tomorrow morning
27148,A0,everyday,4.600,5,4,5,,0,Simple high-frequency command,Close the window
27196,A0,everyday,4.600,5,4,5,,0,Common practical sentence,The light is off
27258,A0,everyday,4.600,5,4,5,,0,Common service/travel instruction,Please wait here
27270,A0,everyday,4.600,5,4,5,,0,Useful location detail; natural wording.,I live near here
27351,A0,everyday,4.600,5,4,5,,0,Useful pointing phrase,Right over there
27352,A0,everyday,4.600,5,4,5,,0,Natural and useful in daily situations.,I am very hungry
27020,A0,everyday,4.600,4,5,5,,0,Very useful form-filling/check-in phrase,First name please
27022,A0,everyday,4.600,5,4,5,,0,Useful introduction phrase,This is my family
27080,A0,everyday,4.600,4,5,5,,0,Very useful ordering phrase,Two waters please
27114,A0,everyday,4.600,5,4,5,,0,Standard direction phrase,Go straight ahead
27180,A0,everyday,4.600,4,5,5,,0,Common polite phrase with broad real-life use,One moment please
27220,A0,everyday,4.600,5,4,5,,0,Practical and clear,The water is cold
27353,A0,everyday,4.600,5,4,5,,0,Natural and practical need-state phrase.,I am very thirsty
26990,A0,everyday,4.600,5,4,5,,0,Natural group-directed question,Are you all ready?
26997,A0,everyday,4.600,5,4,5,,0,Natural warning statement,Someone is outside
27000,A0,everyday,4.600,5,4,5,,0,"Useful, concrete possession question.",Whose bag is this?
27253,A0,everyday,4.600,5,4,5,,0,Useful placement instruction,Please put it here
27137,A0,everyday,4.600,5,4,5,,0,"Natural, modern, and useful.",My computer is slow
27286,A0,everyday,4.600,4,5,5,,0,Natural taxi/rideshare request with broad usefulness,Drop me here please
27381,A0,everyday,4.600,5,4,5,,0,Modern and broadly useful,Do you have an app?
22972,A0,everyday,4.600,5,4,5,,0,Useful travel-direction question.,Where is the airport?
24607,A0,everyday,4.600,5,4,5,,0,Useful transit question with broad applicability.,Where is the station?
27183,A0,everyday,4.600,5,4,5,,0,Common in wifi/account/help-desk contexts.,What is the password?
27326,A0,everyday,4.800,5,5,4,,0,Very common reassurance phrase; slight pragmatic variation only.,No problem
27285,A0,everyday,4.800,5,5,4,,0,Very useful for directions; translates acceptably,Show me the way
27293,A0,everyday,5.000,5,5,5,,0,Essential greeting,Hello
27323,A0,everyday,5.000,5,5,5,,0,Core politeness marker,Please
26978,A0,everyday,5.000,5,5,5,,0,Core phrase for presence/location.,I am here
27320,A0,everyday,5.000,5,5,5,,0,Essential core phrase,Thank you
27227,A0,everyday,5.000,5,5,5,,0,"Short, natural, broadly useful offer.",I can help
27303,A0,everyday,5.000,5,5,5,,0,Core everyday expression; highly reusable,Good night
27325,A0,everyday,5.000,5,5,5,,0,Essential apology phrase; highly reusable.,I am sorry
27004,A0,everyday,5.000,5,5,5,,0,Very natural and broadly useful.,Maybe later
27355,A0,everyday,5.000,5,5,5,,0,Essential health-related phrase.,I feel sick
27003,A0,everyday,5.000,5,5,5,,0,Core polite refusal; highly reusable.,No thank you
27300,A0,everyday,5.000,5,5,5,,0,Core greeting; highly reusable,Good morning
27302,A0,everyday,5.000,5,5,5,,0,Core greeting; highly reusable,Good evening
21765,A0,everyday,5.000,5,5,5,,0,Core survival phrase,Can you help?
27181,A0,everyday,5.000,5,5,5,,0,Standard restaurant phrase,Table for two
27298,A0,everyday,5.000,5,5,5,,0,Core everyday farewell,See you later
26980,A0,everyday,5.000,5,5,5,,0,Very common and broadly useful,Are you there?
27043,A0,everyday,5.000,5,5,5,,0,"Common, flexible question for calls and messaging.",Where are you?
27228,A0,everyday,5.000,5,5,5,,0,Essential emergency/request phrase,Please help me
27301,A0,everyday,5.000,5,5,5,,0,Core greeting; highly reusable,Good afternoon
27113,A0,everyday,5.000,5,5,5,,0,Highly useful direction phrase,Turn right here
27255,A0,everyday,5.000,5,5,5,,0,Very useful help/request phrase,Help me find it
27394,A0,everyday,5.000,5,5,5,,0,Very common pain expression; high real-world value.,It really hurts
23276,A0,everyday,5.000,5,5,5,,0,Essential and universally useful question.,What time is it?
27139,A0,everyday,5.000,5,5,5,,0,Common and highly useful loss-report phrase.,I lost my wallet
27261,A0,everyday,5.000,5,5,5,,0,Very useful in taxis and transit,Please stop here
27304,A0,everyday,5.000,5,5,5,,0,Core social phrase; highly reusable.,Nice to meet you
27379,A0,everyday,5.000,5,5,5,,0,Excellent travel phrase,Is this my seat?
27380,A0,everyday,5.000,5,5,5,,0,Excellent transit phrase,Is that my stop?
27079,A0,everyday,5.000,5,5,5,,0,Highly practical travel phrase,One ticket please
27392,A0,everyday,5.000,5,5,5,,0,Important medical phrase; clear meaning.,I have an allergy
3114,A0,everyday,5.000,5,5,5,,0,Essential beginner phrase with universal use.,What is your name?
27136,A0,everyday,5.000,5,5,5,,0,Highly practical everyday question.,Where is my phone?
27273,A0,everyday,5.000,5,5,5,,0,Common travel/hotel request,Please call a taxi
27377,A0,everyday,5.000,5,5,5,,0,Very common destination-check phrase,Is this the place?
23357,A0,everyday,5.000,5,5,5,,0,Extremely useful and standard travel phrase.,Where is the bathroom?
27031,A0,social,2.800,3,2,4,,1,Less common self-description; limited reuse.,I am a guest
27309,A0,social,3.600,4,3,4,,0,"Natural farewell, though slightly formulaic",Safe travels
27271,A0,social,3.700,5,3,5,27270,1,"Natural, but near-duplicate location variant.",I live far away
24959,A0,social,3.800,4,3,5,,0,"Understandable and useful, though 'email address' is more common.",What is your email?
27313,A0,social,4.200,4,4,5,,0,Useful travel well-wish,Have a safe trip
11387,A0,social,4.400,5,4,4,,0,"Very common, though culturally sensitive in some contexts.",Where are you from?
27269,A0,social,4.600,5,4,5,,0,Common and useful for travel/local context.,I am not from here
27084,A0,numbers,2.400,2,2,4,,1,Fragment; unnatural without context,Six people here
27089,A0,numbers,2.400,2,2,4,,1,Awkward; native wording would be 'Eleven seats available',Eleven seats free
27278,A0,numbers,2.400,2,2,4,,1,Awkward wording; would ask 'Which platform?',Platform number please
27283,A0,numbers,2.500,2,3,5,27282,1,Telegraphic; not how natives usually ask,Arrival time please
27282,A0,numbers,2.500,2,3,5,27283,1,Telegraphic; unnatural request form,Departure time please
27276,A0,numbers,2.800,2,3,4,,1,Unnatural fragment; missing verb,The gate number please
27095,A0,numbers,3.200,4,2,4,,1,Overly specific distance phrase,Seventeen miles away
27106,A0,numbers,3.400,4,2,5,,1,Natural but too contextless to reuse often,One hundred people
27103,A0,numbers,3.800,4,3,5,,0,Useful age expression,Seventy years old
27049,A0,numbers,4.200,4,4,5,,0,Useful on buses; slightly context-bound but natural.,Which bus is this?
21688,A0,numbers,4.400,5,4,4,,0,"Very common, though can be culturally sensitive.",How old are you?
27274,A0,numbers,4.400,5,4,4,,0,Useful in rail transit; 'platform' may need adaptation.,Which platform is it?
27047,A0,numbers,5.000,5,5,5,,0,Highly useful everyday question,How far is it?
27205,A0,business,2.900,3,3,5,27206,1,Clipped and part of trivial adjective pair,Very cheap here
27192,A0,business,2.900,3,3,5,27193,1,Fragment; one of several retail-size variants,In a larger size
27193,A0,business,2.900,3,3,5,27192,1,Fragment; one of several retail-size variants,In a smaller size
27306,A0,business,3.000,3,2,5,,1,"Natural enough but narrow, context-specific encouragement.",Well done team
27330,A0,business,3.200,3,3,4,,0,"Useful in shops, slightly clipped",This one only
27204,A0,business,3.400,4,2,5,,1,Generic and low-value,That is old
27194,A0,business,3.400,3,3,5,,0,Useful retail phrase despite fragment form,In another color
27206,A0,business,3.400,3,3,5,,0,Useful though slightly clipped,Very expensive here
27350,A0,business,3.600,4,3,4,,0,Natural retail/inventory phrase; moderately useful.,Last one left
27230,A0,business,3.700,5,3,5,27229,1,Near-duplicate of 'I want this',I need that
27199,A0,business,3.700,4,4,5,27200,1,Useful but one of paired size variants,Too big for me
27374,A0,business,3.700,5,3,5,27376,1,One of many bare comparatives,This is cheaper
27124,A0,business,3.700,5,3,5,27211,1,Near-duplicate open-status sentence,The shop is open
27212,A0,business,3.700,5,3,5,27211,1,Trivial open/closed status variant,The store is closed
27249,A0,business,3.800,5,2,5,,1,Less reusable than buying/payment basics,I will sell this
27030,A0,business,3.800,5,2,5,,1,Natural but overly specific and low-frequency.,My colleague is here
27202,A0,business,3.800,4,3,5,,0,Useful in service contexts,The wait is long
27201,A0,business,3.800,4,3,5,,0,Natural enough; useful in queues,The line is short
27123,A0,business,3.800,4,3,5,,0,Useful simple location statement,The restaurant is near
27190,A0,business,4.100,5,4,5,27248,0,Common transaction/acceptance phrase,I will take it
27248,A0,business,4.100,5,4,5,27190,0,Natural shopping commitment phrase,I will buy this
27177,A0,business,4.200,3,5,5,,0,Telegraphic but common in restaurant contexts.,Menu please
27203,A0,business,4.200,5,3,5,,0,Generic but natural,This is new
27348,A0,business,4.200,4,4,5,,0,Short but useful for selection contexts,Only this one
27179,A0,business,4.200,4,4,5,,0,Useful for ordering or asking repetition/addition,One more please
27186,A0,business,4.200,5,3,5,,0,Natural payment question,Can I pay later?
27200,A0,business,4.200,4,4,5,,0,Useful in clothing/shopping contexts,Too small for me
27044,A0,business,4.200,5,3,5,,0,"Natural and clear, though situational.",Why is it closed?
27211,A0,business,4.200,5,3,5,,0,Natural basic status sentence,The store is open
27042,A0,business,4.500,5,5,5,27041,1,Near-duplicate business-hours pair with 'When do you open?'.,When do you close?
27143,A0,business,4.600,5,4,5,,0,Useful payment-related phrase.,I have cash
27178,A0,business,4.600,4,5,5,,0,Highly reusable restaurant phrase,Bill please
27229,A0,business,4.600,5,4,5,,0,Broadly useful selection phrase,I want this
27235,A0,business,4.600,5,4,5,,0,Common workplace/location phrase,I work here
27120,A0,business,4.600,5,4,5,,0,"Natural, common, and easy to reuse.",I am at work
27209,A0,business,4.600,5,4,5,,0,Common everyday phrase; straightforward meaning.,I am busy now
27254,A0,business,4.600,5,4,5,,0,Very common acceptance/handling phrase,I will get it
27029,A0,business,4.600,5,4,5,,0,Useful relationship introduction,She is my boss
27361,A0,business,4.600,5,4,5,,0,"Current, natural phrase for interruptions.",I am on a call
27250,A0,business,4.600,5,4,5,,0,Useful payment phrase,I will pay cash
27187,A0,business,4.600,5,4,5,,0,Common transaction phrase,I need a receipt
27360,A0,business,4.600,5,4,5,,0,Common scheduling phrase; broadly useful.,I have a meeting
27101,A0,business,4.600,5,4,5,,0,Common sale phrase; easy to translate,Fifty percent off
27184,A0,business,4.600,4,5,5,,0,Common payment question,Do you take card?
27191,A0,business,4.600,5,4,5,,0,Common shopping/request phrase,Do you have this?
27225,A0,business,4.600,5,4,5,,0,Common and useful statement,This is important
27142,A0,business,5.000,5,5,5,,0,Very useful modern transaction phrase,Pay by card
27045,A0,business,5.000,5,5,5,,0,Highly useful payment question,How do I pay?
27185,A0,business,5.000,5,5,5,,0,Very common payment question,Card or cash?
27189,A0,business,5.000,5,5,5,,0,Very common shopping phrase,Can I try this?
22125,A0,business,5.000,5,5,5,,0,Core shopping phrase; very reusable and clear.,How much is this?
27041,A0,business,5.000,5,5,5,,0,Very useful travel/shop question; keep one hours variant.,When do you open?
27188,A0,business,5.000,5,5,5,,0,Very common in shops; high real-life value.,I am just looking
27102,A0,education,3.000,3,2,5,,1,Fragment with narrow use,Sixty pages total
27092,A0,education,3.000,3,2,5,,1,Understandable but too specific and low reuse,Fourteen students today
27097,A0,education,3.000,4,1,5,,1,Templated counting phrase; overly specific.,Nineteen questions left
27157,A0,education,3.300,5,2,5,27158,1,Low-value stationery noun phrase,I need paper
27158,A0,education,3.300,5,2,5,27157,1,Useful but trivial object-need variant,I need a pen
27025,A0,education,3.300,4,3,5,27026,1,Templated occupation variant; redundant in batch.,I am a teacher
27366,A0,education,3.300,3,4,5,27019,1,Missing comma; overlaps with form-filling request patterns.,Write it here please
27335,A0,education,3.300,3,4,5,27287,0,Slightly terse but common request,Again please
27362,A0,education,3.700,5,3,5,27360,1,"Natural, but templated schedule noun variant.",I have a class
27372,A0,education,3.800,5,2,5,,1,Comparative fragment with weak context,This is better
27363,A0,education,3.800,5,2,5,,1,Natural but low-value evaluative statement,Homework is easy
27364,A0,education,3.800,5,2,5,,1,Natural but low-value evaluative statement,Homework is hard
27245,A0,education,3.800,5,2,5,,1,"Mostly teacher/announcement language, low reuse",Please listen carefully
27333,A0,education,3.800,4,3,5,,0,Natural contrast phrase with decent reuse.,Not the same
27241,A0,education,3.800,4,3,5,,0,"Simple and clear, if somewhat generic.",I am learning
27224,A0,education,3.800,4,3,5,,0,"Natural, though somewhat generic",That is boring
27338,A0,education,3.800,4,3,5,,0,Natural and clear everyday phrase,Already did that
27342,A0,education,4.000,4,4,4,,0,Common short phrase with broad reuse,A little bit
27236,A0,education,4.200,5,3,5,,0,"Natural, moderate usefulness",I study here
27026,A0,education,4.200,4,4,5,,0,Common identity statement; useful baseline phrase.,I am a student
27121,A0,education,4.200,5,3,5,,0,"Natural and clear, though narrower context.",I am at school
